,,,,,,
,1.985E+03,2E+00,-6.4661941E-02,,,
,1.985E+03,3E+00,2.3143699E-01,,,
,1.985E+03,4E+00,3.1925946E-01,,,
,1.985E+03,5E+00,1.5633692E-01,,,
,1.985E+03,6E+00,-4.4718164E-02,,,
,1.985E+03,7E+00,1.7832952E-01,,,
,1.985E+03,8E+00,-2.3258976E-01,,,
,1.985E+03,9E+00,-9.3626777E-01,,,
,1.985E+03,1E+01,-1.1832549E+00,,,
,1.985E+03,1.1E+01,-1.793918E+00,,,
,1.985E+03,1.2E+01,-1.6806901E+00,,,
,1.986E+03,1E+00,-7.685944E-01,,,
,1.986E+03,2E+00,-1.4491836E+00,,,
,1.986E+03,3E+00,-4.6623733E-01,,,
,1.986E+03,4E+00,-9.6677631E-01,,,
,1.986E+03,5E+00,-4.9841159E-01,,,
,1.986E+03,6E+00,-6.6585381E-01,,,
,1.986E+03,7E+00,-9.4142243E-01,,,
,1.986E+03,8E+00,-1.0182601E+00,,,
,1.986E+03,9E+00,-7.68198E-01,,,
,1.986E+03,1E+01,-2.937993E-01,,,
,1.986E+03,1.1E+01,-5.0124606E-01,,,
,1.986E+03,1.2E+01,-4.5618453E-01,,,
,1.987E+03,1E+00,6.8659838E-01,,,
,1.987E+03,2E+00,7.675583E-01,,,
,1.987E+03,3E+00,2.8541378E-01,,,
,1.987E+03,4E+00,4.7076848E-01,,,
,1.987E+03,5E+00,2.7433927E-01,,,
,1.987E+03,6E+00,3.9440557E-01,,,
,1.987E+03,7E+00,4.2619958E-01,,,
,1.987E+03,8E+00,3.395003E-01,,,
,1.987E+03,9E+00,1.7022806E-01,,,
,1.987E+03,1E+01,1.2124511E-01,,,
,1.987E+03,1.1E+01,5.2151727E-01,,,
,1.987E+03,1.2E+01,6.9232265E-01,,,
,1.988E+03,1E+00,1.105185E+00,,,
,1.988E+03,2E+00,7.9684971E-01,,,
,1.988E+03,3E+00,9.6814878E-01,,,
,1.988E+03,4E+00,1.5734973E+00,,,
,1.988E+03,5E+00,1.7784138E+00,,,
,1.988E+03,6E+00,1.7426903E+00,,,
,1.988E+03,7E+00,1.7248738E+00,,,
,1.988E+03,8E+00,1.3928516E+00,,,
,1.988E+03,9E+00,1.31624E+00,,,
,1.988E+03,1E+01,1.4868884E+00,,,
,1.988E+03,1.1E+01,1.2427056E+00,,,
,1.988E+03,1.2E+01,7.5529687E-01,,,
,1.989E+03,1E+00,1.3125811E+00,,,
,1.989E+03,2E+00,6.6174412E-01,,,
,1.989E+03,3E+00,9.2933697E-01,,,
,1.989E+03,4E+00,7.8376127E-01,,,
,1.989E+03,5E+00,5.8351058E-01,,,
,1.989E+03,6E+00,5.221062E-01,,,
,1.989E+03,7E+00,1.2640097E+00,,,
,1.989E+03,8E+00,6.6697628E-01,,,
,1.989E+03,9E+00,6.5426137E-01,,,
,1.989E+03,1E+01,4.4178705E-01,,,
,1.989E+03,1.1E+01,-3.0061121E-01,,,
,1.989E+03,1.2E+01,-1.7257603E-01,,,
,1.99E+03,1E+00,2.687734E-01,,,
,1.99E+03,2E+00,-2.8017566E-01,,,
,1.99E+03,3E+00,6.5271548E-01,,,
,1.99E+03,4E+00,2.4156556E-01,,,
,1.99E+03,5E+00,-9.6055435E-02,,,
,1.99E+03,6E+00,-6.5433778E-02,,,
,1.99E+03,7E+00,-2.5829866E-01,,,
,1.99E+03,8E+00,-3.3040579E-01,,,
,1.99E+03,9E+00,-1.5925639E-01,,,
,1.99E+03,1E+01,-1.2022116E-01,,,
,1.99E+03,1.1E+01,-7.3895202E-01,,,
,1.99E+03,1.2E+01,-1.532809E+00,,,
,1.991E+03,1E+00,-7.4421842E-01,,,
,1.991E+03,2E+00,-3.0453129E-01,,,
,1.991E+03,3E+00,-8.0698494E-01,,,
,1.991E+03,4E+00,-2.0643753E-01,,,
,1.991E+03,5E+00,-5.9529254E-02,,,
,1.991E+03,6E+00,-3.8776968E-01,,,
,1.991E+03,7E+00,-4.794923E-01,,,
,1.991E+03,8E+00,-5.7405316E-01,,,
,1.991E+03,9E+00,-9.4857557E-01,,,
,1.991E+03,1E+01,-1.0900901E+00,,,
,1.991E+03,1.1E+01,-1.7231725E-01,,,
,1.991E+03,1.2E+01,-2.1297704E-01,,,
,1.992E+03,1E+00,4.9307736E-01,,,
,1.992E+03,2E+00,-4.5653143E-01,,,
,1.992E+03,3E+00,-8.2080177E-01,,,
,1.992E+03,4E+00,-1.4336134E+00,,,
,1.992E+03,5E+00,-1.7956172E+00,,,
,1.992E+03,6E+00,-1.3506516E+00,,,
,1.992E+03,7E+00,-1.4624325E+00,,,
,1.992E+03,8E+00,-1.2474734E+00,,,
,1.992E+03,9E+00,-9.4662956E-01,,,
,1.992E+03,1E+01,-9.6898904E-01,,,
,1.992E+03,1.1E+01,-1.2806748E+00,,,
,1.992E+03,1.2E+01,-1.8686891E+00,,,
,1.993E+03,1E+00,-2.8169835E+00,,,
,1.993E+03,2E+00,-2.1408178E+00,,,
,1.993E+03,3E+00,-1.7419109E+00,,,
,1.993E+03,4E+00,-7.5883626E-01,,,
,1.993E+03,5E+00,-1.0894275E+00,,,
,1.993E+03,6E+00,-1.6821039E+00,,,
,1.993E+03,7E+00,-1.6785552E+00,,,
,1.993E+03,8E+00,-1.5143229E+00,,,
,1.993E+03,9E+00,-2.0474347E+00,,,
,1.993E+03,1E+01,-2.3542966E+00,,,
,1.993E+03,1.1E+01,-2.9986692E+00,,,
,1.993E+03,1.2E+01,-2.0005526E+00,,,
,1.994E+03,1E+00,-1.8540143E+00,,,
,1.994E+03,2E+00,-1.9786652E+00,,,
,1.994E+03,3E+00,-1.8557886E+00,,,
,1.994E+03,4E+00,-1.4470739E+00,,,
,1.994E+03,5E+00,-3.0135894E-01,,,
,1.994E+03,6E+00,-6.1160343E-01,,,
,1.994E+03,7E+00,-7.1112965E-01,,,
,1.994E+03,8E+00,-8.5876787E-01,,,
,1.994E+03,9E+00,-1.1048639E+00,,,
,1.994E+03,1E+01,-1.1107256E+00,,,
,1.994E+03,1.1E+01,-1.6884391E+00,,,
,1.994E+03,1.2E+01,-1.0167549E+00,,,
,1.995E+03,1E+00,-4.9903343E-01,,,
,1.995E+03,2E+00,-1.5608722E+00,,,
,1.995E+03,3E+00,-2.0546501E+00,,,
,1.995E+03,4E+00,-1.8249588E+00,,,
,1.995E+03,5E+00,-1.5042438E+00,,,
,1.995E+03,6E+00,-1.0479894E+00,,,
,1.995E+03,7E+00,-1.4994407E+00,,,
,1.995E+03,8E+00,-1.0060149E+00,,,
,1.995E+03,9E+00,-8.9392105E-01,,,
,1.995E+03,1E+01,-5.1771379E-01,,,
,1.995E+03,1.1E+01,-2.774263E-01,,,
,1.995E+03,1.2E+01,2.1576192E-01,,,
,1.996E+03,1E+00,-6.3897712E-01,,,
,1.996E+03,2E+00,-1.0529048E+00,,,
,1.996E+03,3E+00,-1.1487637E+00,,,
,1.996E+03,4E+00,-4.3611656E-01,,,
,1.996E+03,5E+00,-1.2747659E+00,,,
,1.996E+03,6E+00,-1.0600342E+00,,,
,1.996E+03,7E+00,-8.8413569E-01,,,
,1.996E+03,8E+00,-7.4825013E-01,,,
,1.996E+03,9E+00,-9.3392844E-01,,,
,1.996E+03,1E+01,-1.0410775E+00,,,
,1.996E+03,1.1E+01,-1.1001672E+00,,,
,1.996E+03,1.2E+01,-1.3549181E+00,,,
,1.997E+03,1E+00,-1.6402249E+00,,,
,1.997E+03,2E+00,-1.1130951E+00,,,
,1.997E+03,3E+00,-6.1802828E-01,,,
,1.997E+03,4E+00,-5.061382E-01,,,
,1.997E+03,5E+00,-8.7719416E-01,,,
,1.997E+03,6E+00,-9.3839334E-01,,,
,1.997E+03,7E+00,-7.7236159E-01,,,
,1.997E+03,8E+00,-7.858272E-01,,,
,1.997E+03,9E+00,-4.8147621E-01,,,
,1.997E+03,1E+01,-5.9425899E-01,,,
,1.997E+03,1.1E+01,1.7402893E-01,,,
,1.997E+03,1.2E+01,2.6068165E-01,,,
,1.998E+03,1E+00,5.2791423E-01,,,
,1.998E+03,2E+00,1.9000587E+00,,,
,1.998E+03,3E+00,8.9331784E-01,,,
,1.998E+03,4E+00,5.2151313E-01,,,
,1.998E+03,5E+00,2.7758158E-01,,,
,1.998E+03,6E+00,1.1902247E-01,,,
,1.998E+03,7E+00,3.9316174E-01,,,
,1.998E+03,8E+00,2.7265688E-01,,,
,1.998E+03,9E+00,4.4480388E-02,,,
,1.998E+03,1E+01,9.8751134E-02,,,
,1.998E+03,1.1E+01,7.1735091E-01,,,
,1.998E+03,1.2E+01,7.6883039E-01,,,
,1.999E+03,1E+00,1.0828257E+00,,,
,1.999E+03,2E+00,2.3041594E+00,,,
,1.999E+03,3E+00,1.9742975E+00,,,
,1.999E+03,4E+00,1.6464381E+00,,,
,1.999E+03,5E+00,1.6045933E+00,,,
,1.999E+03,6E+00,1.9053233E+00,,,
,1.999E+03,7E+00,1.3811213E+00,,,
,1.999E+03,8E+00,1.4334654E+00,,,
,1.999E+03,9E+00,1.3049656E+00,,,
,1.999E+03,1E+01,1.1788208E+00,,,
,1.999E+03,1.1E+01,1.3205504E+00,,,
,1.999E+03,1.2E+01,1.0528054E+00,,,
,2E+03,1E+00,1.4045384E+00,,,
,2E+03,2E+00,2.1235311E+00,,,
,2E+03,3E+00,2.1492677E+00,,,
,2E+03,4E+00,2.3652705E+00,,,
,2E+03,5E+00,2.220292E+00,,,
,2E+03,6E+00,2.1020662E+00,,,
,2E+03,7E+00,1.655785E+00,,,
,2E+03,8E+00,1.3516272E+00,,,
,2E+03,9E+00,1.3801795E+00,,,
,2E+03,1E+01,1.6981881E+00,,,
,2E+03,1.1E+01,2.0145948E+00,,,
,2E+03,1.2E+01,2.164995E+00,,,
,2.001E+03,1E+00,2.8619328E+00,,,
,2.001E+03,2E+00,2.9560468E+00,,,
,2.001E+03,3E+00,2.388775E+00,,,
,2.001E+03,4E+00,2.2039413E+00,,,
,2.001E+03,5E+00,1.9538953E+00,,,
,2.001E+03,6E+00,2.349303E+00,,,
,2.001E+03,7E+00,1.5004872E+00,,,
,2.001E+03,8E+00,1.9150242E+00,,,
,2.001E+03,9E+00,1.8929954E+00,,,
,2.001E+03,1E+01,1.1619115E+00,,,
,2.001E+03,1.1E+01,1.7645249E+00,,,
,2.001E+03,1.2E+01,2.0194831E+00,,,
,2.002E+03,1E+00,1.8641573E+00,,,
,2.002E+03,2E+00,2.1773568E+00,,,
,2.002E+03,3E+00,1.8982763E+00,,,
,2.002E+03,4E+00,8.9742216E-01,,,
,2.002E+03,5E+00,1.102573E+00,,,
,2.002E+03,6E+00,1.6053913E+00,,,
,2.002E+03,7E+00,1.3822965E+00,,,
,2.002E+03,8E+00,8.1184355E-01,,,
,2.002E+03,9E+00,8.2441109E-01,,,
,2.002E+03,1E+01,8.2363712E-01,,,
,2.002E+03,1.1E+01,1.6592152E+00,,,
,2.002E+03,1.2E+01,2.6365472E+00,,,
,2.003E+03,1E+00,1.9691832E+00,,,
,2.003E+03,2E+00,9.9256558E-01,,,
,2.003E+03,3E+00,1.4907114E+00,,,
,2.003E+03,4E+00,1.1017217E+00,,,
,2.003E+03,5E+00,9.192588E-01,,,
,2.003E+03,6E+00,7.7769152E-01,,,
,2.003E+03,7E+00,1.2024408E+00,,,
,2.003E+03,8E+00,7.8228794E-01,,,
,2.003E+03,9E+00,8.692253E-01,,,
,2.003E+03,1E+01,1.286991E+00,,,
,2.003E+03,1.1E+01,-1.1436786E-01,,,
,2.003E+03,1.2E+01,2.2437689E-01,,,
,2.004E+03,1E+00,2.6501486E-01,,,
,2.004E+03,2E+00,6.6722957E-01,,,
,2.004E+03,3E+00,3.8293237E-01,,,
,2.004E+03,4E+00,1.2524921E-01,,,
,2.004E+03,5E+00,2.0735337E-01,,,
,2.004E+03,6E+00,7.7647507E-01,,,
,2.004E+03,7E+00,4.1156805E-01,,,
,2.004E+03,8E+00,6.8538324E-01,,,
,2.004E+03,9E+00,3.7640228E-01,,,
,2.004E+03,1E+01,4.2904182E-02,,,
,2.004E+03,1.1E+01,-4.4177726E-01,,,
,2.004E+03,1.2E+01,-9.8521195E-01,,,
,2.005E+03,1E+00,-1.658495E+00,,,
,2.005E+03,2E+00,-1.4948708E+00,,,
,2.005E+03,3E+00,-1.4866191E+00,,,
,2.005E+03,4E+00,-1.6856388E+00,,,
,2.005E+03,5E+00,-7.8952824E-01,,,
,2.005E+03,6E+00,-1.2838288E+00,,,
,2.005E+03,7E+00,-1.6634296E+00,,,
,2.005E+03,8E+00,-1.1301204E+00,,,
,2.005E+03,9E+00,-1.5725517E+00,,,
,2.005E+03,1E+01,-8.8912168E-01,,,
,2.005E+03,1.1E+01,-1.6606414E+00,,,
,2.005E+03,1.2E+01,-1.2525514E+00,,,
,2.006E+03,1E+00,-6.4599122E-01,,,
,2.006E+03,2E+00,-1.0694347E+00,,,
,2.006E+03,3E+00,-7.0992726E-01,,,
,2.006E+03,4E+00,-5.6588893E-01,,,
,2.006E+03,5E+00,-1.2194259E-01,,,
,2.006E+03,6E+00,-1.2747487E-01,,,
,2.006E+03,7E+00,-4.9903284E-01,,,
,2.006E+03,8E+00,-3.6663439E-01,,,
,2.006E+03,9E+00,-3.3957171E-01,,,
,2.006E+03,1E+01,-1.0490722E+00,,,
,2.006E+03,1.1E+01,-9.9593322E-01,,,
,2.006E+03,1.2E+01,-1.5556898E-01,,,
,2.007E+03,1E+00,-4.1231314E-01,,,
,2.007E+03,2E+00,-1.3701057E-01,,,
,2.007E+03,3E+00,-5.4937636E-01,,,
,2.007E+03,4E+00,2.6062231E-01,,,
,2.007E+03,5E+00,6.9161135E-01,,,
,2.007E+03,6E+00,1.2322548E+00,,,
,2.007E+03,7E+00,1.2293291E+00,,,
,2.007E+03,8E+00,1.4400573E+00,,,
,2.007E+03,9E+00,9.0904047E-01,,,
,2.007E+03,1E+01,1.268781E+00,,,
,2.007E+03,1.1E+01,7.2848516E-01,,,
,2.007E+03,1.2E+01,4.576465E-01,,,
,2.008E+03,1E+00,5.5559535E-01,,,
,2.008E+03,2E+00,1.1353947E+00,,,
,2.008E+03,3E+00,1.3742118E+00,,,
,2.008E+03,4E+00,1.3956119E+00,,,
,2.008E+03,5E+00,1.7381006E+00,,,
,2.008E+03,6E+00,1.2784121E+00,,,
,2.008E+03,7E+00,1.4275373E+00,,,
,2.008E+03,8E+00,2.1438271E+00,,,
,2.008E+03,9E+00,2.2271197E+00,,,
,2.008E+03,1E+01,1.7656263E+00,,,
,2.008E+03,1.1E+01,1.9696127E+00,,,
,2.008E+03,1.2E+01,4.4878735E-01,,,
,2.009E+03,1E+00,7.2178141E-01,,,
,2.009E+03,2E+00,9.0853572E-01,,,
,2.009E+03,3E+00,3.3069035E-01,,,
,2.009E+03,4E+00,4.1563613E-01,,,
,2.009E+03,5E+00,5.5442008E-01,,,
,2.009E+03,6E+00,3.6989138E-01,,,
,2.009E+03,7E+00,5.5998986E-01,,,
,2.009E+03,8E+00,7.1776492E-01,,,
,2.009E+03,9E+00,9.8445633E-01,,,
,2.009E+03,1E+01,1.1541453E+00,,,
,2.009E+03,1.1E+01,1.0548407E+00,,,
,2.009E+03,1.2E+01,1.063178E+00,,,
,2.01E+03,1E+00,2.0640119E+00,,,
,2.01E+03,2E+00,1.8397684E+00,,,
,2.01E+03,3E+00,1.6540684E+00,,,
,2.01E+03,4E+00,1.1788223E+00,,,
,2.01E+03,5E+00,1.8660236E+00,,,
,2.01E+03,6E+00,1.2382043E+00,,,
,2.01E+03,7E+00,1.1456281E+00,,,
,2.01E+03,8E+00,1.0779035E+00,,,
,2.01E+03,9E+00,1.0036749E+00,,,
,2.01E+03,1E+01,1.6059417E+00,,,
,2.01E+03,1.1E+01,9.8803369E-01,,,
,2.01E+03,1.2E+01,7.7962672E-01,,,
,2.011E+03,1E+00,3.2143704E-01,,,
,2.011E+03,2E+00,5.4944886E-01,,,
,2.011E+03,3E+00,1.2026043E+00,,,
,2.011E+03,4E+00,5.9585684E-01,,,
,2.011E+03,5E+00,1.3947862E+00,,,
,2.011E+03,6E+00,1.1129413E+00,,,
,2.011E+03,7E+00,1.0354089E+00,,,
,2.011E+03,8E+00,1.036257E+00,,,
,2.011E+03,9E+00,1.3281108E+00,,,
,2.011E+03,1E+01,1.2045161E+00,,,
,2.011E+03,1.1E+01,3.7417793E-01,,,
,2.011E+03,1.2E+01,1.3153608E-01,,,
,2.012E+03,1E+00,8.3337844E-01,,,
,2.012E+03,2E+00,8.6243405E-01,,,
,2.012E+03,3E+00,1.1165134E+00,,,
,2.012E+03,4E+00,1.9264089E+00,,,
,2.012E+03,5E+00,1.6274147E+00,,,
,2.012E+03,6E+00,1.938326E+00,,,
,2.012E+03,7E+00,1.8605661E+00,,,
,2.012E+03,8E+00,1.7305455E+00,,,
,2.012E+03,9E+00,1.3583948E+00,,,
,2.012E+03,1E+01,1.8664464E+00,,,
,2.012E+03,1.1E+01,1.401837E+00,,,
,2.012E+03,1.2E+01,1.2003042E+00,,,
,2.013E+03,1E+00,1.2303061E+00,,,
,2.013E+03,2E+00,1.2033246E+00,,,
,2.013E+03,3E+00,6.4198749E-01,,,
,2.013E+03,4E+00,4.757454E-01,,,
,2.013E+03,5E+00,8.5171232E-01,,,
,2.013E+03,6E+00,7.2592328E-01,,,
,2.013E+03,7E+00,4.5082111E-01,,,
,2.013E+03,8E+00,5.6139213E-01,,,
,2.013E+03,9E+00,3.8985903E-01,,,
,2.013E+03,1E+01,-1.4750892E-01,,,
,2.013E+03,1.1E+01,-8.0505602E-01,,,
,2.013E+03,1.2E+01,-1.452561E+00,,,
,2.014E+03,1E+00,-3.8996919E-01,,,
,2.014E+03,2E+00,-2.6724356E-01,,,
,2.014E+03,3E+00,-4.5401739E-01,,,
,2.014E+03,4E+00,-6.174035E-01,,,
,2.014E+03,5E+00,2.2783033E-01,,,
,2.014E+03,6E+00,-4.1683559E-01,,,
,2.014E+03,7E+00,-1.3326054E-01,,,
,2.014E+03,8E+00,-5.4494684E-01,,,
,2.014E+03,9E+00,-7.7647484E-01,,,
,2.014E+03,1E+01,4.2525704E-01,,,
,2.014E+03,1.1E+01,3.1181371E-01,,,
,2.014E+03,1.2E+01,-3.5483813E-01,,,
,2.015E+03,1E+00,-5.5025703E-01,,,
,2.015E+03,2E+00,-1.2726712E+00,,,
,2.015E+03,3E+00,-1.3949461E+00,,,
,2.015E+03,4E+00,-1.3779456E+00,,,
,2.015E+03,5E+00,-7.1954145E-01,,,
,2.015E+03,6E+00,-1.2491977E+00,,,
,2.015E+03,7E+00,-1.4735073E+00,,,
,2.015E+03,8E+00,-1.9276433E+00,,,
,2.015E+03,9E+00,-2.10385E+00,,,
,2.015E+03,1E+01,-1.3062118E+00,,,
,2.015E+03,1.1E+01,-2.2533168E+00,,,
,2.015E+03,1.2E+01,-1.1054027E+00,,,
,2.016E+03,1E+00,9.3888757E-01,,,
,2.016E+03,2E+00,2.2969097E-01,,,
,2.016E+03,3E+00,4.7342201E-01,,,
,2.016E+03,4E+00,-3.9984827E-01,,,
,2.016E+03,5E+00,-6.8192827E-01,,,
,2.016E+03,6E+00,-9.5777129E-01,,,
,2.016E+03,7E+00,-4.8643932E-01,,,
,2.016E+03,8E+00,-5.4363312E-01,,,
,2.016E+03,9E+00,-7.7327726E-01,,,
,2.016E+03,1E+01,3.527754E-01,,,
,2.016E+03,1.1E+01,1.1604373E+00,,,
,2.016E+03,1.2E+01,-1.540838E+00,,,
,2.017E+03,1E+00,-2.6638853E-01,,,
,2.017E+03,2E+00,-6.7060799E-01,,,
,2.017E+03,3E+00,-8.9422474E-01,,,
,2.017E+03,4E+00,-1.1263396E-01,,,
,2.017E+03,5E+00,-4.5770927E-01,,,
,2.017E+03,6E+00,-2.945526E-01,,,
,2.017E+03,7E+00,-4.4498774E-01,,,
,2.017E+03,8E+00,-5.3107789E-01,,,
,2.017E+03,9E+00,-5.257936E-01,,,
,2.017E+03,1E+01,-1.4104447E+00,,,
,2.017E+03,1.1E+01,-2.0575759E+00,,,
,2.017E+03,1.2E+01,-2.6851348E+00,,,
,2.018E+03,1E+00,-1.4850568E+00,,,
,2.018E+03,2E+00,-2.2327564E+00,,,
,2.018E+03,3E+00,-2.0429687E+00,,,
,2.018E+03,4E+00,-2.0587792E+00,,,
,2.018E+03,5E+00,-1.9215388E+00,,,
,2.018E+03,6E+00,-1.934415E+00,,,
,2.018E+03,7E+00,-1.5719998E+00,,,
,2.018E+03,8E+00,-2.1246452E+00,,,
,2.018E+03,9E+00,-2.3284792E+00,,,
,2.018E+03,1E+01,-2.3381128E+00,,,
,2.018E+03,1.1E+01,-1.7539675E+00,,,
,2.018E+03,1.2E+01,-1.0830255E+00,,,
,2.019E+03,1E+00,-8.5762294E-01,,,
,2.019E+03,2E+00,-2.5719899E+00,,,
,2.019E+03,3E+00,-1.9929292E+00,,,
,2.019E+03,4E+00,-2.1538644E+00,,,
,2.019E+03,5E+00,-2.1198764E+00,,,
,2.019E+03,6E+00,-1.9872847E+00,,,
,2.019E+03,7E+00,-2.2190509E+00,,,
,2.019E+03,8E+00,-1.9868903E+00,,,
,2.019E+03,9E+00,-2.5294832E+00,,,
,2.019E+03,1E+01,-2.6746197E+00,,,
,2.019E+03,1.1E+01,-3.6465155E+00,,,
,2.019E+03,1.2E+01,-2.9323804E+00,,,
,2.02E+03,1E+00,-1.7093386E+00,,,
,2.02E+03,2E+00,-2.041406E+00,,,
,2.02E+03,3E+00,-1.765718E+00,,,
,2.02E+03,4E+00,-1.8853591E+00,,,
,2.02E+03,5E+00,-1.049839E+00,,,
,2.02E+03,6E+00,-1.4469474E+00,,,
,2.02E+03,7E+00,-1.2455985E+00,,,